Original Affiliation,Canonical Affiliation,Cluster ID
"HRL Laboratories, LLC, Malibu, 90265, CA, United States","HRL Laboratories LLC, Malibu, CA, United States",55
"HRL Laboratories, Malibu, CA 90265, United States","HRL Laboratories LLC, Malibu, CA, United States",55
"HRL Laboratories, L.L.C., Malibu, CA 90265, United States","HRL Laboratories LLC, Malibu, CA, United States",55
"HRL Laboratories LLC, Malibu, CA 90265-4799, United States","HRL Laboratories LLC, Malibu, CA, United States",55
"HRL Laboratories LLC, Malibu, CA, United States","HRL Laboratories LLC, Malibu, CA, United States",55
"IQE Inc., Bethlehem, PA 18015, 119 Technology Drive, United States","IQE Inc., Bethlehem, PA 18015, 119 Technology Drive, United States",56
"IQE, Inc., Bethlehem, PA 18015, 119 Technology Drive, United States","IQE Inc., Bethlehem, PA 18015, 119 Technology Drive, United States",56
"National Institute for Materials Science, Tsukuba, Japan","National Institute for Materials Science, Tsukuba, Japan",57
"Rochester Institute of Technology, Rochester, NY, United States","Rochester Institute of Technology, Rochester, NY, United States",58
"Rochester Institute of Technology, Rochester, NY 14623, United States","Rochester Institute of Technology, Rochester, NY, United States",58
"State Key Laboratory of Electronic Thin Films and Integrated Devices, University of Electronic Science and Technology of China, Chengdu, 610054, China","State Key Laboratory of Electronic Thin Film and Integrated Devices, University of Electronic Science and Technology, Chengdu, 610054, China",59
"State Key Laboratory of Electronic Thin Films and Integrated Devices, University of Electronic Science and Technology of China, Chengdu 610054, China","State Key Laboratory of Electronic Thin Film and Integrated Devices, University of Electronic Science and Technology, Chengdu, 610054, China",59
"State Key Laboratory of Electronic Thin Film and Integrated Devices, University of Electronic Science and Technology of China, Chengdu, 610054, China","State Key Laboratory of Electronic Thin Film and Integrated Devices, University of Electronic Science and Technology, Chengdu, 610054, China",59
"State Key Laboratory of Electronic Thin Film and Integrated Devices, University of Electronic Science and Technology, Chengdu, 610054, China","State Key Laboratory of Electronic Thin Film and Integrated Devices, University of Electronic Science and Technology, Chengdu, 610054, China",59
"National Key Laboratory of Electronic Thin Films and Integrated Devices, University of Electronic Science and Technology of China, Chengdu, 610054, China","State Key Laboratory of Electronic Thin Film and Integrated Devices, University of Electronic Science and Technology, Chengdu, 610054, China",59
"State Key Laboratory of Electronic Thin Films and Integrated Devices, University of Electronics Science and Technology of China, Chengdu, 610054, China","State Key Laboratory of Electronic Thin Film and Integrated Devices, University of Electronic Science and Technology, Chengdu, 610054, China",59
"State Key Laboratory of Electronic Thin Films and Integrated Devices, University of Electronic Science and Technology of China, Chengdu, Sichuan, 610054, China","State Key Laboratory of Electronic Thin Film and Integrated Devices, University of Electronic Science and Technology, Chengdu, 610054, China",59
"Beijing Institute of Nanoenergy and Nanosystems, Chinese Academy of Sciences, Beijing, 100083, China, School of Nanoscience and Technology, University of Chinese Academy of Sciences, Beijing, 100049, China","Beijing Institute of Nanoenergy and Nanosystems, Chinese Academy of Sciences, Beijing, 100083, China, School of Nanoscience and Technology, University of Chinese Academy of Sciences, Beijing, 100049, China",60
"Beijing Institute of Nanoenergy and Nanosystems, Chinese Academy of Sciences, Beijing, 101400, China, School of Nanoscience and Technology, University of Chinese Academy of Sciences, Beijing, 100049, China","Beijing Institute of Nanoenergy and Nanosystems, Chinese Academy of Sciences, Beijing, 100083, China, School of Nanoscience and Technology, University of Chinese Academy of Sciences, Beijing, 100049, China",60
"Beijing Institute of Nanoenergy and Nanosystems, Chinese Academy of Sciences, Beijing, 100083, China, College of Nanoscience and Technology, University of Chinese Academy of Sciences, Beijing, 100049, China","Beijing Institute of Nanoenergy and Nanosystems, Chinese Academy of Sciences, Beijing, 100083, China, School of Nanoscience and Technology, University of Chinese Academy of Sciences, Beijing, 100049, China",60
"Brookhaven National Laboratory, Upton, 11793, NY, United States","Brookhaven National Laboratory, Upton, NY 11793, United States",61
"Brookhaven National Laboratory (BNL), Upton, 11973, NY, United States","Brookhaven National Laboratory, Upton, NY 11793, United States",61
"Brookhaven National Laboratory, Upton, NY 11793, United States","Brookhaven National Laboratory, Upton, NY 11793, United States",61
"Brookhaven National Laboratory, Upton, 11973-5000, NY, United States","Brookhaven National Laboratory, Upton, NY 11793, United States",61
"Center for Quantum Devices, Department of Electrical Engineering, Northwestern University, Evanston, IL 60208, United States","Center for Quantum Devices, Department of Electrical Engineering, Northwestern University, Evanston, IL 60208, United States",62
"Center for Quantum Devices, Department of Electrical and Computer Engineering, Northwestern University, Evanston, IL 60208, United States","Center for Quantum Devices, Department of Electrical Engineering, Northwestern University, Evanston, IL 60208, United States",62
"Center for Quantum Devices, Department of Electrical and Computer Engineering, Northwestern University, Evanston, 60208, IL, United States","Center for Quantum Devices, Department of Electrical Engineering, Northwestern University, Evanston, IL 60208, United States",62
"Center for Quantum Devices, Dept. of Elec. and Comp. Engineering, Northwestern University, Evanston, IL 60208, United States","Center for Quantum Devices, Department of Electrical Engineering, Northwestern University, Evanston, IL 60208, United States",62
"Center for Quantum Devices, Department of Electric and Computer Engineering, Northwestern University, Evanston, IL 60208, United States","Center for Quantum Devices, Department of Electrical Engineering, Northwestern University, Evanston, IL 60208, United States",62
"Cornell University, Ithaca, 14853, NY, United States","Cornell University, Ithaca, NY, United States",63
"Cornell University, Ithaca, NY, United States","Cornell University, Ithaca, NY, United States",63
"Cornell University, Ithaca, 14850, NY, United States","Cornell University, Ithaca, NY, United States",63
"Cornell University, Ithaca, NY 14850, United States","Cornell University, Ithaca, NY, United States",63
"Department of Chemical Engineering, Stanford University, 381 North-South Mall, Stanford, CA 94305, United States","Department of Chemical Engineering, Stanford University, 381 North-South Mall, Stanford, CA 94305, United States",64
"Department of Chemical Engineering, Stanford University, 381 North South Mall, Stanford, CA 94305, United States","Department of Chemical Engineering, Stanford University, 381 North-South Mall, Stanford, CA 94305, United States",64
"Department of Chemical Engineering, Stanford University, Stauffer III, 381 North-South Mall, Stanford, CA 94305-5025, United States","Department of Chemical Engineering, Stanford University, 381 North-South Mall, Stanford, CA 94305, United States",64
"Department of Chemistry and Biochemistry, Duquesne University, Pittsburgh, 15282, PA, United States","Department of Chemistry and Biochemistry, Duquesne University, Pittsburgh, PA 15282, United States",65
"Department of Chemistry and Biochemistry, Duquesne University, Pittsburgh, PA 15282, United States","Department of Chemistry and Biochemistry, Duquesne University, Pittsburgh, PA 15282, United States",65
